"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"1145988714",0.63848155421099,37,"Iowa","Midwest","$50,000 to $74,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1094879356",1.17893439568548,70,"California","West","$75,000 to $99,999","White","Associate's degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1122331014",0.658581831271147,45,"Georgia","South","$25,000 to $34,999","White","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146552868",0.63848155421099,40,"Iowa","Midwest","$50,000 to $74,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440286285",2.29044799561878,49,"Texas","South","$75,000 to $99,999","Other race","Graduate or professional degree","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1006000872",1.20650582495683,57,"Delaware","South","$75,000 to $99,999","White","Graduate or professional degree","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146402682",0.765521993084965,30,"Colorado","West","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143674477",2.88419657689957,25,"Texas","South","$75,000 to $99,999","White","Ph.D.","Republican",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1022269327",0.648002940424458,36,"Virginia","South","$50,000 to $74,999","White","Associate's degree","Independent","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1142496535",0.54270538690888,35,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147215371",0.765521993084965,30,"California","West","$50,000 to $74,999","White","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143093988",0.78342505500703,33,"Oklahoma","South","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1133407919",0.708267147544739,32,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147313516",0.862003044269134,28,"Pennsylvania","Northeast","Less than $25,000","Other race","Some college, no degree","Independent",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146567123",1.63741771495615,29,"Illinois","Midwest","$50,000 to $74,999","Other race","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146913892",1.01412858010191,18,"Illinois","Midwest","Less than $25,000","White","Some college, no degree","Independent",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144820460",1.16558049523274,46,"Mississippi","South","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1138610189",1.86359465907714,29,"Wisconsin","Midwest","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1137705712",1.37696520825518,26,"California","West","$75,000 to $99,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1144854591",0.859493725897957,32,"Florida","South","$25,000 to $34,999","White","Some college, no degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1141843754",0.655952697822906,35,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144069274",1.75339195541975,39,"Florida","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440885734",2.92167442710626,37,"Texas","South","$75,000 to $99,999","Other race","Associate's degree","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440899884",2.03784385676099,38,"Ohio","Midwest","$35,000 to $49,999","Black or African American","Associate's degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440899779",1.1554642611891,30,"New Jersey","Northeast","$50,000 to $74,999","Black or African American","Bachelor's degree","Independent","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440899823",2.10254057193233,21,"New York","Northeast","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440902808",0.708084369606574,47,"North Carolina","South","$35,000 to $49,999","White","Ph.D.","Republican","Gary Johnson","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1145443844",1.60462737409775,40,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440906526",0.587763244582133,33,"Rhode Island","Northeast","$25,000 to $34,999","White","Bachelor's degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440847399",0.794450871528885,35,"New York","Northeast","$25,000 to $34,999","Other race","Graduate or professional degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147368707",0.773936143489965,34,"New York","Northeast","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146373375",1.20650582495683,57,"South Carolina","South","$75,000 to $99,999","White","Ph.D.","Republican",NA,"J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440922683",1.68965019869079,19,"Georgia","South","$50,000 to $74,999","Black or African American","Associate's degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146179908",1.05509120209333,35,"Arizona","West","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1079156380",0.70047656305937,53,"Ohio","Midwest","$25,000 to $34,999","White","Bachelor's degree","Independent","Donald Trump","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1140806819",0.976178924781396,38,"New York","Northeast","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440930847",0.797693485794292,65,"California","West","Less than $25,000","White","Ph.D.","Republican","Donald Trump","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440931488",1.40916793216201,32,"Georgia","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","J","not very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","no"
"1134155415",1.71332292194819,35,"California","West","$50,000 to $74,999","White","Graduate or professional degree","Democrat",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1143104857",1.16558049523274,38,"Virginia","South","$75,000 to $99,999","White","Graduate or professional degree","Independent","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1146558820",0.585416826972958,24,"Pennsylvania","Northeast","$35,000 to $49,999","White","Bachelor's degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1147349650",0.708267147544739,34,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1135850597",0.63848155421099,37,"Illinois","Midwest","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"1144506304",1.75339195541975,39,"Florida","South","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","J","somewhat accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
"C1440948736",1.40916793216201,29,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican",NA,"J","very accurate","I Ran the C.I.A Now I’m Endorsing Hillary Clinton","Real","<a href=https://www.nytimes.com/2016/08/05/opinion/campaign-stops/i-ran-the-cia-now-im-endorsing-hillary-clinton.html>New York Times</a>","yes"
